location,time,life_expectancy,fertility_rate,pop_mlns
AUS,2014,82.4,1.8,23.491
BEL,2014,81.4,1.7,11.22728
CAN,2014,81.8,1.6,35.54
CZE,2014,78.9,1.5,10.52478
FIN,2014,81.3,1.7,5.472
FRA,2014,82.8,2,64.06225
DEU,2014,81.2,1.5,80.896
HUN,2014,75.9,1.4,9.863
ISL,2014,82.9,1.9,0.3273855
IRL,2014,81.4,2,4.6099
ITA,2014,83.2,1.4,60.44791
KOR,2014,81.8,1.2,50.424
LUX,2014,82.3,1.5,0.5497
MEX,2014,74.8,2.2,119.713
NZL,2014,81.5,1.9,4.5097
NOR,2014,82.2,1.8,5.137
POL,2014,77.7,1.3,38.484
ESP,2014,83.3,1.3,46.46405
TUR,2014,78,2.2,76.90287
GBR,2014,81.4,1.8,63.65001
USA,2014,78.9,1.9,318.857
CHL,2014,79.7,1.9,17.81905
EST,2014,77.2,1.5,1.315819
SVN,2014,81.2,1.6,2.061623
ZAF,2014,57.2,2.5,54.002
AUS,2013,82.2,1.9,23.126
AUT,2013,81.2,1.4,8.46857
BEL,2013,80.7,1.7,11.17844
CAN,2013,81.7,1.6,35.154
CZE,2013,78.3,1.5,10.51072
DNK,2013,80.4,1.7,5.614932
FIN,2013,81.1,1.8,5.439
FRA,2013,82.3,2,63.78614
DEU,2013,80.6,1.4,80.611
HUN,2013,75.7,1.3,9.893
ISL,2013,82.1,1.9,0.323764
IRL,2013,81,2,4.5931
ITA,2013,82.8,1.4,60.22473
JPN,2013,83.4,1.4,127.298
KOR,2013,81.4,1.2,50.22
LUX,2013,81.9,1.6,0.537
MEX,2013,74.6,2.2,118.3951
NLD,2013,81.4,1.7,16.80443
NZL,2013,81.4,2,4.4421
NOR,2013,81.8,1.8,5.08
POL,2013,77.1,1.3,38.502
PRT,2013,80.8,1.2,10.45729
SVK,2013,76.5,1.3,5.415949
ESP,2013,83.2,1.3,46.59323
SWE,2013,82,1.9,9.609
CHE,2013,82.9,1.5,8.14
TUR,2013,78,2.1,76.05462
GBR,2013,81.1,1.8,63.23794
USA,2013,78.8,1.9,316.498
BRA,2013,74.2,1.8,201.4671
CHL,2013,79.5,1.8,17.63158
CHN,2013,75.6,1.6,1385.567
EST,2013,77.3,1.5,1.317997
IND,2013,67.7,2.4,1252.14
IDN,2013,68.8,2.4,249.8656
ISR,2013,82.1,3,8.059
RUS,2013,70.7,1.7,143.507
SVN,2013,80.4,1.6,2.059114
ZAF,2013,56.8,2.5,53.158
AUS,2012,82.1,1.9,22.728
AUT,2012,81,1.4,8.426311
BEL,2012,80.5,1.8,11.12825
CAN,2012,81.5,1.6,34.88049
CZE,2012,78.2,1.5,10.50929
DNK,2012,80.1,1.7,5.591572
FIN,2012,80.7,1.8,5.414
FRA,2012,82.1,2,63.514
DEU,2012,80.6,1.4,80.413
GRC,2012,80.7,1.3,11.09
HUN,2012,75.2,1.3,9.92
ISL,2012,83,2,0.320716
IRL,2012,80.9,2,4.5854
ITA,2012,82.3,1.4,59.89803
JPN,2012,83.2,1.4,127.515
KOR,2012,80.9,1.3,50.00444
LUX,2012,81.5,1.6,0.5249
MEX,2012,74.4,2.2,117.0538
NLD,2012,81.2,1.7,16.75496
NZL,2012,81.2,2.1,4.4081
NOR,2012,81.5,1.9,5.019
POL,2012,76.9,1.3,38.534
PRT,2012,80.5,1.3,10.51484
SVK,2012,76.2,1.3,5.407579
ESP,2012,82.5,1.3,46.7664
SWE,2012,81.8,1.9,9.519374
CHE,2012,82.8,1.5,7.996861
TUR,2012,74.6,2.1,75.17583
GBR,2012,81,1.9,62.8588
USA,2012,78.8,1.9,314.1121
BRA,2012,73.9,1.8,199.6889
CHL,2012,78.7,1.8,17.4448
CHN,2012,75.4,1.6,1377.065
EST,2012,76.5,1.6,1.322696
IND,2012,67.3,2.5,1236.687
IDN,2012,68.6,2.5,246.8642
ISR,2012,81.8,3.1,7.9105
RUS,2012,70.2,1.7,143.207
SVN,2012,80.2,1.6,2.056262
ZAF,2012,56.1,2.6,52.341
LVA,2012,73.9,1.4,2.034
AUS,2011,82,1.9,22.34
AUT,2011,81.1,1.4,8.388534
BEL,2011,80.7,1.8,11.04774
CAN,2011,81.3,1.6,34.48398
CZE,2011,78,1.4,10.49667
DNK,2011,79.9,1.8,5.570572
FIN,2011,80.6,1.8,5.388
FRA,2011,82.3,2,63.22316
DEU,2011,80.5,1.4,80.249
GRC,2011,80.8,1.4,11.124
HUN,2011,75,1.2,9.972
ISL,2011,82.4,2,0.319014
IRL,2011,80.8,2,4.5749
ITA,2011,82.3,1.4,59.65969
JPN,2011,82.7,1.4,127.799
KOR,2011,80.6,1.2,49.77944
LUX,2011,81.1,1.5,0.5118
MEX,2011,74.2,2.3,115.6829
NLD,2011,81.3,1.8,16.69307
NZL,2011,81,2.1,4.384
NOR,2011,81.4,1.9,4.953
POL,2011,76.8,1.3,38.526
PRT,2011,80.6,1.4,10.55756
SVK,2011,76.1,1.5,5.398384
ESP,2011,82.6,1.3,46.73626
SWE,2011,81.9,1.9,9.449212
CHE,2011,82.8,1.5,7.912398
TUR,2011,74.6,2,74.22363
GBR,2011,81,1.9,62.4352
USA,2011,78.7,1.9,311.7216
BRA,2011,73.6,1.8,197.8253
CHL,2011,78.7,1.9,17.25553
CHN,2011,75.2,1.6,1368.44
EST,2011,76.4,1.6,1.327439
IND,2011,66.9,2.5,1221.156
IDN,2011,68.4,2.5,243.8016
ISR,2011,81.7,3,7.7658
RUS,2011,69.8,1.6,142.961
SVN,2011,80.1,1.6,2.052496
ZAF,2011,55.3,2.6,51.554
LVA,2011,73.7,1.3,2.06
AUS,2010,81.8,2,22.032
AUT,2010,80.7,1.4,8.361069
BEL,2010,80.3,1.8,10.92027
CAN,2010,81.1,1.6,34.12655
CZE,2010,77.7,1.5,10.51725
DNK,2010,79.3,1.9,5.547683
FIN,2010,80.2,1.9,5.363
FRA,2010,81.8,2,62.91779
DEU,2010,80.5,1.4,81.715
GRC,2010,80.7,1.5,11.153
HUN,2010,74.7,1.3,10
ISL,2010,82,2.2,0.318006
IRL,2010,80.8,2.1,4.5548
ITA,2010,82.1,1.4,59.41965
JPN,2010,82.9,1.4,128.057
KOR,2010,80.2,1.2,49.41037
LUX,2010,80.7,1.6,0.5021
MEX,2010,74.1,2.3,114.2556
NLD,2010,81,1.8,16.61539
NZL,2010,80.8,2.2,4.3507
NOR,2010,81.2,1.9,4.889
POL,2010,76.5,1.4,38.517
PRT,2010,80,1.4,10.5731
SVK,2010,75.6,1.4,5.391428
ESP,2010,82.4,1.4,46.56248
SWE,2010,81.6,2,9.378126
CHE,2010,82.6,1.5,7.82797
TUR,2010,74.3,2.1,73.14215
GBR,2010,80.6,1.9,61.91464
USA,2010,78.6,1.9,309.3471
BRA,2010,73.4,1.8,193.2526
CHL,2010,78,1.9,17.06614
CHN,2010,75,1.6,1359.822
EST,2010,75.9,1.7,1.331475
IND,2010,66.5,2.6,1205.625
IDN,2010,68.2,2.5,240.6765
ISR,2010,81.7,3,7.6236
RUS,2010,69,1.6,142.849
SVN,2010,79.8,1.6,2.049261
ZAF,2010,54.4,2.6,50.792
COL,2010,75.3,2,45.50959
LVA,2010,73,1.4,2.098
AUS,2009,81.6,2,21.692
AUT,2009,80.4,1.4,8.341483
BEL,2009,80.1,1.8,10.79649
CAN,2009,80.8,1.7,33.72691
CZE,2009,77.4,1.5,10.49149
DNK,2009,79,1.8,5.523095
FIN,2009,80.1,1.9,5.339
FRA,2009,81.5,2,62.61547
DEU,2009,80.3,1.4,81.904
GRC,2009,80.4,1.5,11.185
HUN,2009,74.4,1.3,10.023
ISL,2009,81.8,2.2,0.319246
IRL,2009,80.3,2.1,4.5334
ITA,2009,81.7,1.4,59.14009
JPN,2009,83,1.4,127.51
KOR,2009,80,1.1,49.18204
LUX,2009,80.7,1.6,0.4935
MEX,2009,74,2.3,112.8526
NLD,2009,80.8,1.8,16.53039
NZL,2009,80.7,2.1,4.3026
NOR,2009,81,2,4.828726
POL,2009,75.8,1.4,38.153
PRT,2009,79.7,1.4,10.56825
SVK,2009,75.3,1.4,5.386405
ESP,2009,81.9,1.4,46.36755
SWE,2009,81.5,1.9,9.298514
CHE,2009,82.3,1.5,7.743831
TUR,2009,74.1,2.1,72.0392
GBR,2009,80.4,1.9,61.42372
USA,2009,78.5,2,306.7715
BRA,2009,73.1,1.8,193.9951
CHL,2009,78.2,1.9,16.87677
CHN,2009,74.8,1.6,1351.248
EST,2009,75.2,1.7,1.334515
IND,2009,66.1,2.7,1190.138
IDN,2009,68,2.5,237.4869
ISR,2009,81.5,3,7.4856
RUS,2009,68.8,1.5,142.785
SVN,2009,79.3,1.5,2.042335
ZAF,2009,53.5,2.6,50.055
LVA,2009,72.6,1.5,2.142
AUS,2008,81.5,2,21.249
AUT,2008,80.5,1.4,8.321541
BEL,2008,79.8,1.9,10.70997
CAN,2008,80.6,1.7,33.31766
CZE,2008,77.3,1.5,10.42969
DNK,2008,78.8,1.9,5.493621
FIN,2008,79.9,1.9,5.313
FRA,2008,81.4,2,62.30029
DEU,2008,80.2,1.4,82.135
GRC,2008,80.3,1.5,11.186
HUN,2008,74.2,1.4,10.038
ISL,2008,81.7,2.1,0.319355
IRL,2008,80.2,2.1,4.4851
ITA,2008,81.6,1.4,58.73968
JPN,2008,82.7,1.4,127.692
KOR,2008,79.6,1.2,48.9487
LUX,2008,80.6,1.6,0.4838
MEX,2008,74.1,2.3,111.299
NLD,2008,80.5,1.8,16.44559
NZL,2008,80.5,2.2,4.2598
NOR,2008,80.8,2,4.768
POL,2008,75.7,1.4,38.116
PRT,2008,79.5,1.4,10.55818
SVK,2008,75,1.3,5.379232
ESP,2008,81.5,1.5,45.98317
SWE,2008,81.3,1.9,9.219637
CHE,2008,82.2,1.5,7.647675
TUR,2008,73.9,2.2,71.05168
GBR,2008,79.8,1.9,60.98238
USA,2008,78.1,2.1,304.094
BRA,2008,72.8,1.9,191.9998
CHL,2008,78.1,1.9,16.68685
CHN,2008,74.6,1.6,1342.733
EST,2008,74.2,1.7,1.33709
IND,2008,65.7,2.7,1174.662
IDN,2008,67.8,2.5,234.2435
ISR,2008,81,3,7.3088
RUS,2008,68.1,1.5,142.742
SVN,2008,79.1,1.5,2.022629
ZAF,2008,52.7,2.6,49.345
LVA,2008,72,1.6,2.177
AUS,2007,81.4,2,20.828
AUT,2007,80.3,1.4,8.295189
BEL,2007,79.9,1.8,10.6257
CAN,2007,80.4,1.7,32.92752
CZE,2007,77,1.4,10.32269
DNK,2007,78.4,1.8,5.461438
FIN,2007,79.6,1.8,5.289
FRA,2007,81.2,2,61.96505
DEU,2007,80.1,1.4,82.257
GRC,2007,79.7,1.4,11.163
HUN,2007,73.6,1.3,10.056
ISL,2007,81.5,2.1,0.311396
IRL,2007,79.7,2,4.3758
ITA,2007,81.5,1.4,58.27189
JPN,2007,82.6,1.3,127.771
KOR,2007,79.2,1.3,48.59765
LUX,2007,79.5,1.6,0.4762
MEX,2007,74.2,2.4,109.7874
NLD,2007,80.3,1.7,16.3817
NZL,2007,80.3,2.2,4.2238
NOR,2007,80.6,1.9,4.709
POL,2007,75.4,1.3,38.116
PRT,2007,79.2,1.4,10.54296
SVK,2007,74.5,1.3,5.374622
ESP,2007,81.2,1.4,45.236
SWE,2007,81.1,1.9,9.148092
CHE,2007,82,1.5,7.551117
TUR,2007,73.7,2.2,70.15811
GBR,2007,79.7,1.9,60.48182
USA,2007,78.1,2.1,301.2312
BRA,2007,72.5,1.9,189.9539
CHL,2007,77.5,1.9,16.50487
CHN,2007,74.4,1.6,1334.344
EST,2007,73.2,1.7,1.34068
IND,2007,65.3,2.8,1159.095
IDN,2007,67.6,2.5,230.9728
ISR,2007,80.6,2.9,7.1801
RUS,2007,67.7,1.4,142.805
SVN,2007,78.3,1.4,2.019406
ZAF,2007,52,2.6,48.658
LVA,2007,70.8,1.5,2.2
AUS,2006,81.1,1.9,20.451
AUT,2006,80,1.4,8.267948
BEL,2006,79.5,1.8,10.54796
CAN,2006,80.3,1.6,32.57607
CZE,2006,76.7,1.3,10.26665
DNK,2006,78.4,1.8,5.437271
FIN,2006,79.5,1.8,5.267
FRA,2006,81,2,61.59748
DEU,2006,79.8,1.3,82.369
GRC,2006,79.9,1.4,11.131
HUN,2006,73.5,1.4,10.071
ISL,2006,81.2,2.1,0.304334
IRL,2006,79.3,1.9,4.2329
ITA,2006,81.4,1.4,57.98418
JPN,2006,82.4,1.3,127.77
KOR,2006,78.8,1.1,48.37195
LUX,2006,79.4,1.6,0.4691
MEX,2006,74.1,2.4,108.4088
NLD,2006,79.9,1.7,16.3461
NZL,2006,80.1,2,4.1846
NOR,2006,80.6,1.9,4.661
POL,2006,75.3,1.3,38.132
PRT,2006,79,1.4,10.52229
SVK,2006,74.4,1.2,5.373054
ESP,2006,81.1,1.4,44.36052
SWE,2006,81,1.9,9.080504
CHE,2006,81.7,1.4,7.483934
TUR,2006,73.4,2.1,69.29525
GBR,2006,79.5,1.8,60.00257
USA,2006,77.8,2.1,298.3799
BRA,2006,72.2,1.9,187.8518
CHL,2006,78,1.8,16.33217
CHN,2006,74.1,1.6,1326.146
EST,2006,73.1,1.6,1.34681
IND,2006,64.9,2.9,1143.289
IDN,2006,67.4,2.5,227.7098
ISR,2006,80.6,2.9,7.0537
RUS,2006,66.9,1.3,143.05
SVN,2006,78.3,1.3,2.008516
ZAF,2006,51.6,2.7,47.991
LVA,2006,70.6,1.5,2.218
AUS,2005,80.9,1.8,20.177
AUT,2005,79.4,1.4,8.225278
BEL,2005,79.1,1.7,10.47862
CAN,2005,80,1.5,32.24521
CZE,2005,76.1,1.3,10.23409
DNK,2005,78.3,1.8,5.419432
FIN,2005,79.1,1.8,5.246
FRA,2005,80.4,1.9,61.1815
DEU,2005,79.4,1.3,82.465
GRC,2005,79.7,1.3,11.093
HUN,2005,73,1.3,10.087
ISL,2005,81.6,2.1,0.295864
IRL,2005,79,1.9,4.1338
ITA,2005,80.9,1.3,57.71593
JPN,2005,82,1.3,127.768
KOR,2005,78.2,1.1,48.13808
LUX,2005,79.5,1.6,0.4612
MEX,2005,74,2.5,107.151
NLD,2005,79.5,1.7,16.31987
NZL,2005,79.8,2,4.1339
NOR,2005,80.3,1.8,4.623291
POL,2005,75.1,1.2,38.161
PRT,2005,78.2,1.4,10.50333
SVK,2005,74.2,1.3,5.372806
ESP,2005,80.3,1.3,43.66261
SWE,2005,80.7,1.8,9.029572
CHE,2005,81.4,1.4,7.437115
TUR,2005,73.1,2.1,68.43538
GBR,2005,79.2,1.8,59.59104
USA,2005,77.6,2.1,295.5166
BRA,2005,71.9,2,185.6514
CHL,2005,77.6,1.8,16.16532
CHN,2005,73.8,1.6,1318.177
EST,2005,72.9,1.5,1.354775
IND,2005,64.5,3,1127.144
IDN,2005,67.2,2.5,224.4809
ISR,2005,80.2,2.8,6.9301
RUS,2005,65.7,1.3,143.519
SVN,2005,77.4,1.3,2.001114
ZAF,2005,51.6,2.7,47.35
COL,2005,74.1,2.2,42.88859
LVA,2005,70.6,1.4,2.239
AUS,2004,80.6,1.8,19.933
AUT,2004,79.3,1.4,8.169441
BEL,2004,79,1.7,10.42114
CAN,2004,79.8,1.5,31.94068
CZE,2004,75.8,1.2,10.20692
DNK,2004,77.8,1.8,5.404522
FIN,2004,79,1.8,5.228
FRA,2004,80.3,1.9,60.73434
DEU,2004,79.2,1.4,82.491
GRC,2004,79.4,1.3,11.057
HUN,2004,73,1.3,10.107
ISL,2004,81.1,2,0.292587
IRL,2004,78.6,2,4.0452
ITA,2004,80.9,1.3,57.29746
JPN,2004,82.1,1.3,127.687
KOR,2004,77.8,1.2,48.03941
LUX,2004,79.2,1.7,0.455
MEX,2004,73.9,2.5,103.0019
NLD,2004,79.2,1.7,16.28178
NZL,2004,79.6,2,4.0875
NOR,2004,80.1,1.8,4.59191
POL,2004,74.9,1.2,38.18
PRT,2004,78.4,1.4,10.48386
SVK,2004,74.2,1.2,5.37228
ESP,2004,80.4,1.3,42.85917
SWE,2004,80.6,1.8,8.993531
CHE,2004,81.2,1.4,7.389625
TUR,2004,72.7,2.1,67.59873
GBR,2004,79,1.8,59.14912
USA,2004,77.6,2,292.8053
BRA,2004,71.6,2,183.4393
CHL,2004,77.2,1.9,16.00167
CHN,2004,73.5,1.6,1310.414
EST,2004,72.4,1.5,1.36255
IND,2004,64.2,3,1110.626
IDN,2004,67,2.5,221.2938
ISR,2004,80.2,2.9,6.809
RUS,2004,65.6,1.3,144.067
SVN,2004,77.2,1.3,1.997004
ZAF,2004,51.9,2.7,46.727
LVA,2004,70.8,1.3,2.263
AUS,2003,80.3,1.8,19.721
AUT,2003,78.7,1.4,8.118245
BEL,2003,78.2,1.6,10.37613
CAN,2003,79.6,1.5,31.63967
CZE,2003,75.3,1.2,10.20165
DNK,2003,77.4,1.8,5.390574
FIN,2003,78.5,1.8,5.213
FRA,2003,79.3,1.9,60.30363
DEU,2003,78.6,1.3,82.502
GRC,2003,79.3,1.3,11.016
HUN,2003,72.6,1.3,10.13
ISL,2003,81,2,0.289272
IRL,2003,78.2,2,3.9799
ITA,2003,80.1,1.3,57.478
JPN,2003,81.8,1.3,127.619
KOR,2003,77.3,1.2,47.85931
LUX,2003,77.8,1.6,0.45
MEX,2003,73.8,2.5,101.9996
NLD,2003,78.7,1.7,16.2253
NZL,2003,79.3,1.9,4.0272
NOR,2003,79.6,1.8,4.564
POL,2003,74.7,1.2,38.195
PRT,2003,77.5,1.4,10.45882
SVK,2003,73.8,1.2,5.373374
ESP,2003,79.7,1.3,42.19623
SWE,2003,80.3,1.7,8.958229
CHE,2003,80.6,1.4,7.339
TUR,2003,72.3,2.1,66.79455
GBR,2003,78.4,1.7,58.83895
USA,2003,77.1,2,290.1079
BRA,2003,71.3,2.1,177.3603
CHL,2003,77.2,1.9,15.83784
CHN,2003,73.1,1.5,1302.81
EST,2003,71.8,1.4,1.37072
IND,2003,63.8,3.1,1093.787
IDN,2003,66.8,2.5,218.1456
ISR,2003,79.7,3,6.6897
RUS,2003,65.2,1.3,144.649
SVN,2003,76.4,1.2,1.996773
ZAF,2003,52.6,2.7,46.127
LVA,2003,70.5,1.3,2.288
AUS,2002,80,1.8,19.495
AUT,2002,78.8,1.4,8.082121
BEL,2002,78.2,1.6,10.33278
CAN,2002,79.4,1.5,31.35366
CZE,2002,75.4,1.2,10.20077
DNK,2002,77.1,1.7,5.375931
FIN,2002,78.3,1.7,5.201
FRA,2002,79.4,1.9,59.89387
DEU,2002,78.5,1.3,82.456
GRC,2002,79.2,1.3,10.983
HUN,2002,72.5,1.3,10.159
ISL,2002,80.6,1.9,0.287559
IRL,2002,77.7,2,3.9172
ITA,2002,80.3,1.3,57.474
JPN,2002,81.8,1.3,127.435
KOR,2002,76.8,1.2,47.62218
LUX,2002,78.1,1.6,0.4462
MEX,2002,73.6,2.6,100.9094
NLD,2002,78.4,1.7,16.14893
NZL,2002,79,1.9,3.9485
NOR,2002,79,1.8,4.538
POL,2002,74.6,1.2,38.232
PRT,2002,77.4,1.5,10.41963
SVK,2002,73.8,1.2,5.376912
ESP,2002,79.9,1.3,41.42352
SWE,2002,79.9,1.7,8.924958
CHE,2002,80.6,1.4,7.284754
TUR,2002,71.9,2.2,66.00251
GBR,2002,78.3,1.6,58.56963
USA,2002,77,2,287.6252
BRA,2002,70.9,2.2,175.0766
CHL,2002,77.2,1.9,15.66827
CHN,2002,72.7,1.5,1295.322
EST,2002,71.4,1.4,1.37935
IND,2002,63.4,3.2,1076.706
IDN,2002,66.7,2.5,215.0383
ISR,2002,79.5,2.9,6.57
RUS,2002,65.3,1.3,145.306
SVN,2002,76.6,1.2,1.995718
ZAF,2002,53.5,2.8,45.545
LVA,2002,70.1,1.3,2.31
AUS,2001,79.7,1.7,19.275
AUT,2001,78.7,1.3,8.042293
BEL,2001,78.1,1.6,10.28657
CAN,2001,79.2,1.5,31.01902
CZE,2001,75.3,1.1,10.22419
DNK,2001,77,1.7,5.358783
FIN,2001,78.2,1.7,5.188
FRA,2001,79.3,1.9,59.47623
DEU,2001,78.5,1.3,82.277
GRC,2001,79.1,1.3,10.95
HUN,2001,72.5,1.3,10.188
ISL,2001,80.8,1.9,0.285054
IRL,2001,77.2,2,3.8472
ITA,2001,80.2,1.3,57.348
JPN,2001,81.5,1.3,127.291
KOR,2001,76.5,1.3,47.35736
LUX,2001,77.9,1.7,0.4415
MEX,2001,73.5,2.6,99.71552
NLD,2001,78.3,1.7,16.04618
NZL,2001,78.7,2,3.8805
NOR,2001,78.9,1.8,4.514
POL,2001,74.2,1.3,38.251
PRT,2001,77.2,1.5,10.36272
SVK,2001,73.6,1.2,5.378867
ESP,2001,79.8,1.2,40.76605
SWE,2001,79.9,1.6,8.89596
CHE,2001,80.4,1.4,7.226647
TUR,2001,71.5,2.4,65.16633
GBR,2001,78.2,1.6,59.113
USA,2001,76.9,2,284.969
BRA,2001,70.6,2.2,172.7424
CHL,2001,76.8,2,15.57168
CHN,2001,72.2,1.5,1287.891
EST,2001,70.9,1.3,1.388115
IND,2001,63,3.2,1059.501
IDN,2001,66.5,2.5,211.9704
ISR,2001,79.3,2.9,6.439
RUS,2001,65.5,1.2,145.976
SVN,2001,76.4,1.2,1.992035
ZAF,2001,54.6,2.8,44.56
AUS,2000,79.3,1.8,19.029
AUT,2000,78.2,1.4,8.011566
BEL,2000,77.8,1.6,10.25125
CAN,2000,79,1.5,30.68573
CZE,2000,75.1,1.1,10.2725
DNK,2000,76.9,1.8,5.339616
FIN,2000,77.7,1.7,5.176
FRA,2000,79.2,1.9,59.06239
DEU,2000,78.2,1.4,82.16
GRC,2000,78.6,1.3,10.91748
HUN,2000,71.9,1.3,10.211
ISL,2000,79.7,2.1,0.2812
IRL,2000,76.6,1.9,3.7895
ITA,2000,79.9,1.3,57.189
JPN,2000,81.2,1.4,126.926
KOR,2000,76,1.5,47.00811
LUX,2000,78,1.8,0.4363
MEX,2000,73.3,2.6,98.43855
NLD,2000,78.2,1.7,15.92551
NZL,2000,78.4,2,3.8577
NOR,2000,78.8,1.9,4.491
POL,2000,73.8,1.4,38.256
PRT,2000,76.9,1.6,10.2899
SVK,2000,73.4,1.3,5.38872
ESP,2000,79.3,1.2,40.55439
SWE,2000,79.7,1.5,8.872109
CHE,2000,79.9,1.5,7.18425
TUR,2000,71.1,2.3,64.26875
GBR,2000,77.9,1.6,58.886
USA,2000,76.7,2.1,282.1624
BRA,2000,70.1,2.3,171.2799
CHL,2000,76.8,2.1,15.39778
CHN,2000,71.8,1.5,1280.429
EST,2000,71,1.4,1.396985
IND,2000,62.7,3.3,1042.262
IDN,2000,66.3,2.5,208.9387
ISR,2000,78.8,3,6.2892
RUS,2000,65.6,1.2,146.597
SVN,2000,76.1,1.3,1.990272
ZAF,2000,55.9,2.8,43.69
COL,2000,72.7,2.4,40.29556
AUS,1999,79,1.8,18.812
AUT,1999,78,1.3,7.992323
BEL,1999,77.7,1.6,10.22642
CAN,1999,78.7,1.5,30.40129
CZE,1999,74.9,1.1,10.28278
DNK,1999,76.6,1.7,5.321798
FIN,1999,77.5,1.7,5.165
FRA,1999,78.9,1.8,58.67741
DEU,1999,77.9,1.4,82.024
GRC,1999,78.5,1.2,10.88258
HUN,1999,71.2,1.3,10.238
ISL,1999,79.4,2,0.2772
IRL,1999,76.2,1.9,3.7416
ITA,1999,79.5,1.2,57.078
JPN,1999,80.5,1.3,126.686
KOR,1999,75.5,1.4,46.61668
LUX,1999,77.9,1.7,0.430475
MEX,1999,73.2,2.7,97.11483
NLD,1999,77.9,1.7,15.81209
NZL,1999,78.1,2,3.8351
NOR,1999,78.4,1.8,4.462
POL,1999,73.2,1.4,38.27
PRT,1999,76.3,1.5,10.21783
SVK,1999,73.2,1.3,5.396019
ESP,1999,78.8,1.2,40.36967
SWE,1999,79.6,1.5,8.857874
CHE,1999,79.8,1.5,7.143991
TUR,1999,70.7,2.5,63.364
GBR,1999,77.5,1.7,58.684
USA,1999,76.7,2,279.0402
BRA,1999,69.7,2.4,168.7535
CHL,1999,76,2.1,15.19721
CHN,1999,71.3,1.5,1272.915
EST,1999,70.6,1.3,1.380619
IND,1999,62.2,3.4,1025.015
IDN,1999,66.1,2.5,205.9468
ISR,1999,78.5,2.9,6.1253
RUS,1999,66.1,1.2,147.215
SVN,1999,75.7,1.2,1.985557
ZAF,1999,57.2,2.9,43.054
AUS,1998,78.7,1.8,18.608
AUT,1998,77.8,1.4,7.976788
BEL,1998,77.6,1.6,10.20301
CAN,1998,78.5,1.5,30.15517
CZE,1998,74.7,1.2,10.29494
DNK,1998,76.5,1.7,5.304218
FIN,1998,77.3,1.7,5.153
FRA,1998,78.8,1.8,58.39779
DEU,1998,77.7,1.4,82.029
GRC,1998,78.4,1.2,10.83488
HUN,1998,71.1,1.3,10.267
ISL,1998,79.7,2,0.2738
IRL,1998,76.3,2,3.7031
ITA,1998,79.1,1.2,57.04037
JPN,1998,80.6,1.4,126.4864
KOR,1998,75.1,1.4,46.2865
LUX,1998,77.3,1.7,0.4247
MEX,1998,73,2.8,95.79013
NLD,1998,78,1.6,15.70721
NZL,1998,77.7,1.9,3.815
NOR,1998,78.5,1.8,4.431464
POL,1998,73.2,1.4,38.283
PRT,1998,76,1.5,10.1602
SVK,1998,72.8,1.4,5.390516
